Main Activity Sector Name,Country,Year,ETS information,Emissions Unit,ETS Information
20-99 All stationary installations,Denmark,2013,1.1 Freely allocated allowances,t CO2-eq,12 226 328.000
20-99 All stationary installations,Denmark,2012,1.1 Freely allocated allowances,t CO2-eq,24 090 918.000
20-99 All stationary installations,Denmark,2011,1.1 Freely allocated allowances,t CO2-eq,23 908 972.000
20-99 All stationary installations,Denmark,2010,1.1 Freely allocated allowances,t CO2-eq,23 906 256.000
20-99 All stationary installations,Denmark,2009,1.1 Freely allocated allowances,t CO2-eq,23 912 314.000
20-99 All stationary installations,Denmark,2008,1.1 Freely allocated allowances,t CO2-eq,23 983 428.000
20-99 All stationary installations,Denmark,2007,1.1 Freely allocated allowances,t CO2-eq,27 902 895.000
20-99 All stationary installations,Denmark,2006,1.1 Freely allocated allowances,t CO2-eq,27 907 569.000
20-99 All stationary installations,Denmark,2005,1.1 Freely allocated allowances,t CO2-eq,37 303 720.000
20-99 All stationary installations,Denmark,Total 4th trading period (21-30),2. Verified emissions,t CO2-eq,11 618 390.000
20-99 All stationary installations,Denmark,Total 3rd trading period (13-20),2. Verified emissions,t CO2-eq,125 896 895.000
20-99 All stationary installations,Denmark,Total 2nd trading period (08-12),2. Verified emissions,t CO2-eq,116 927 257.000
20-99 All stationary installations,Denmark,Total 1st trading period (05-07),2. Verified emissions,t CO2-eq,90 082 707.000
20-99 All stationary installations,Denmark,2021,2. Verified emissions,t CO2-eq,11 618 390.000
20-99 All stationary installations,Denmark,2020,2. Verified emissions,t CO2-eq,10 832 424.000
20-99 All stationary installations,Denmark,2019,2. Verified emissions,t CO2-eq,12 040 553.000
20-99 All stationary installations,Denmark,2018,2. Verified emissions,t CO2-eq,14 954 342.000
20-99 All stationary installations,Denmark,2017,2. Verified emissions,t CO2-eq,15 062 601.000
20-99 All stationary installations,Denmark,2016,2. Verified emissions,t CO2-eq,17 220 334.000
20-99 All stationary installations,Denmark,2015,2. Verified emissions,t CO2-eq,15 795 936.000
20-99 All stationary installations,Denmark,2014,2. Verified emissions,t CO2-eq,18 388 751.000
20-99 All stationary installations,Denmark,2013,2. Verified emissions,t CO2-eq,21 601 954.000
20-99 All stationary installations,Denmark,2012,2. Verified emissions,t CO2-eq,18 185 550.000
20-99 All stationary installations,Denmark,2011,2. Verified emissions,t CO2-eq,21 465 658.000
20-99 All stationary installations,Denmark,2010,2. Verified emissions,t CO2-eq,25 266 362.000
20-99 All stationary installations,Denmark,2009,2. Verified emissions,t CO2-eq,25 461 124.000
20-99 All stationary installations,Denmark,2008,2. Verified emissions,t CO2-eq,26 548 563.000
20-99 All stationary installations,Denmark,2007,2. Verified emissions,t CO2-eq,29 407 401.000
20-99 All stationary installations,Denmark,2006,2. Verified emissions,t CO2-eq,34 199 588.000
20-99 All stationary installations,Denmark,2005,2. Verified emissions,t CO2-eq,26 475 718.000
20-99 All stationary installations,Estonia,Total 4th trading period (21-30),1.1 Freely allocated allowances,t CO2-eq,5 073 452.000
20-99 All stationary installations,Estonia,Total 3rd trading period (13-20),1.1 Freely allocated allowances,t CO2-eq,44 028 975.000
20-99 All stationary installations,Estonia,Total 2nd trading period (08-12),1.1 Freely allocated allowances,t CO2-eq,65 580 530.000
20-99 All stationary installations,Estonia,Total 1st trading period (05-07),1.1 Freely allocated allowances,t CO2-eq,56 290 413.000
20-99 All stationary installations,Estonia,2022,1.1 Freely allocated allowances,t CO2-eq,2 526 289.000
20-99 All stationary installations,Estonia,2021,1.1 Freely allocated allowances,t CO2-eq,2 547 163.000
20-99 All stationary installations,Estonia,2020,1.1 Freely allocated allowances,t CO2-eq,2 982 844.000
20-99 All stationary installations,Estonia,2019,1.1 Freely allocated allowances,t CO2-eq,3 151 643.000
20-99 All stationary installations,Estonia,2018,1.1 Freely allocated allowances,t CO2-eq,3 283 874.000
20-99 All stationary installations,Estonia,2017,1.1 Freely allocated allowances,t CO2-eq,4 910 164.000
20-99 All stationary installations,Estonia,2016,1.1 Freely allocated allowances,t CO2-eq,5 881 109.000
20-99 All stationary installations,Estonia,2015,1.1 Freely allocated allowances,t CO2-eq,7 006 287.000
20-99 All stationary installations,Estonia,2014,1.1 Freely allocated allowances,t CO2-eq,8 016 944.000
20-99 All stationary installations,Estonia,2013,1.1 Freely allocated allowances,t CO2-eq,8 796 110.000
20-99 All stationary installations,Estonia,2012,1.1 Freely allocated allowances,t CO2-eq,14 242 907.000
20-99 All stationary installations,Estonia,2011,1.1 Freely allocated allowances,t CO2-eq,15 948 312.000
20-99 All stationary installations,Estonia,2010,1.1 Freely allocated allowances,t CO2-eq,11 855 527.000
20-99 All stationary installations,Estonia,2009,1.1 Freely allocated allowances,t CO2-eq,11 855 527.000
20-99 All stationary installations,Estonia,2008,1.1 Freely allocated allowances,t CO2-eq,11 678 257.000
20-99 All stationary installations,Estonia,2007,1.1 Freely allocated allowances,t CO2-eq,21 343 525.000
20-99 All stationary installations,Estonia,2006,1.1 Freely allocated allowances,t CO2-eq,18 199 834.000
20-99 All stationary installations,Estonia,2005,1.1 Freely allocated allowances,t CO2-eq,16 747 054.000
20-99 All stationary installations,Estonia,Total 4th trading period (21-30),2. Verified emissions,t CO2-eq,6 850 057.000
20-99 All stationary installations,Estonia,Total 3rd trading period (13-20),2. Verified emissions,t CO2-eq,98 858 432.000
20-99 All stationary installations,Estonia,Total 2nd trading period (08-12),2. Verified emissions,t CO2-eq,66 786 967.000
20-99 All stationary installations,Estonia,Total 1st trading period (05-07),2. Verified emissions,t CO2-eq,40 056 191.000
20-99 All stationary installations,Estonia,2021,2. Verified emissions,t CO2-eq,6 850 057.000
20-99 All stationary installations,Estonia,2020,2. Verified emissions,t CO2-eq,5 617 417.000
20-99 All stationary installations,Estonia,2019,2. Verified emissions,t CO2-eq,8 486 473.000
20-99 All stationary installations,Estonia,2018,2. Verified emissions,t CO2-eq,13 853 417.000
20-99 All stationary installations,Estonia,2017,2. Verified emissions,t CO2-eq,14 670 571.000
20-99 All stationary installations,Estonia,2016,2. Verified emissions,t CO2-eq,13 447 175.000
20-99 All stationary installations,Estonia,2015,2. Verified emissions,t CO2-eq,11 894 068.000
20-99 All stationary installations,Estonia,2014,2. Verified emissions,t CO2-eq,14 967 813.000
20-99 All stationary installations,Estonia,2013,2. Verified emissions,t CO2-eq,15 921 498.000
20-99 All stationary installations,Estonia,2012,2. Verified emissions,t CO2-eq,13 543 879.000
20-99 All stationary installations,Estonia,2011,2. Verified emissions,t CO2-eq,14 809 461.000
20-99 All stationary installations,Estonia,2010,2. Verified emissions,t CO2-eq,14 514 390.000
20-99 All stationary installations,Estonia,2009,2. Verified emissions,t CO2-eq,10 378 346.000
20-99 All stationary installations,Estonia,2008,2. Verified emissions,t CO2-eq,13 540 891.000
20-99 All stationary installations,Estonia,2007,2. Verified emissions,t CO2-eq,15 329 934.000
20-99 All stationary installations,Estonia,2006,2. Verified emissions,t CO2-eq,12 104 433.000
20-99 All stationary installations,Estonia,2005,2. Verified emissions,t CO2-eq,12 621 824.000
20-99 All stationary installations,EU27,Total 4th trading period (21-30),1.1 Freely allocated allowances,t CO2-eq,1061 758 415.000
20-99 All stationary installations,EU27,Total 3rd trading period (13-20),1.1 Freely allocated allowances,t CO2-eq,5997 369 855.000
20-99 All stationary installations,EU27,Total 2nd trading period (08-12),1.1 Freely allocated allowances,t CO2-eq,8857 072 882.000
20-99 All stationary installations,EU27,Total 1st trading period (05-07),1.1 Freely allocated allowances,t CO2-eq,5669 884 504.000
20-99 All stationary installations,EU27,2022,1.1 Freely allocated allowances,t CO2-eq,531 228 112.000
20-99 All stationary installations,EU27,2021,1.1 Freely allocated allowances,t CO2-eq,530 530 303.000
20-99 All stationary installations,EU27,2020,1.1 Freely allocated allowances,t CO2-eq,604 359 303.000
20-99 All stationary installations,EU27,2019,1.1 Freely allocated allowances,t CO2-eq,654 121 245.000
20-99 All stationary installations,EU27,2018,1.1 Freely allocated allowances,t CO2-eq,680 013 407.000
20-99 All stationary installations,EU27,2017,1.1 Freely allocated allowances,t CO2-eq,716 479 775.000
20-99 All stationary installations,EU27,2016,1.1 Freely allocated allowances,t CO2-eq,760 343 399.000
20-99 All stationary installations,EU27,2015,1.1 Freely allocated allowances,t CO2-eq,799 254 317.000
20-99 All stationary installations,EU27,2014,1.1 Freely allocated allowances,t CO2-eq,855 311 828.000
20-99 All stationary installations,EU27,2013,1.1 Freely allocated allowances,t CO2-eq,927 486 581.000
20-99 All stationary installations,EU27,2012,1.1 Freely allocated allowances,t CO2-eq,1817 012 643.000
20-99 All stationary installations,EU27,2011,1.1 Freely allocated allowances,t CO2-eq,1784 992 164.000
20-99 All stationary installations,EU27,2010,1.1 Freely allocated allowances,t CO2-eq,1769 539 050.000
20-99 All stationary installations,EU27,2009,1.1 Freely allocated allowances,t CO2-eq,1748 990 139.000
20-99 All stationary installations,EU27,2008,1.1 Freely allocated allowances,t CO2-eq,1736 538 886.000
20-99 All stationary installations,EU27,2007,1.1 Freely allocated allowances,t CO2-eq,1929 090 413.000
20-99 All stationary installations,EU27,2006,1.1 Freely allocated allowances,t CO2-eq,1857 978 823.000
20-99 All stationary installations,EU27,2005,1.1 Freely allocated allowances,t CO2-eq,1882 815 268.000
20-99 All stationary installations,EU27,Total 4th trading period (21-30),2. Verified emissions,t CO2-eq,1307 537 307.000
20-99 All stationary installations,EU27,Total 3rd trading period (13-20),2. Verified emissions,t CO2-eq,12148 494 638.000
20-99 All stationary installations,EU27,Total 2nd trading period (08-12),2. Verified emissions,t CO2-eq,8427 654 001.000
20-99 All stationary installations,EU27,Total 1st trading period (05-07),2. Verified emissions,t CO2-eq,5464 341 780.000
20-99 All stationary installations,EU27,2021,2. Verified emissions,t CO2-eq,1307 537 307.000
20-99 All stationary installations,EU27,2020,2. Verified emissions,t CO2-eq,1224 671 656.000
20-99 All stationary installations,EU27,2019,2. Verified emissions,t CO2-eq,1385 330 179.000
20-99 All stationary installations,EU27,2018,2. Verified emissions,t CO2-eq,1527 120 252.000
20-99 All stationary installations,EU27,2017,2. Verified emissions,t CO2-eq,1590 454 945.000
20-99 All stationary installations,EU27,2016,2. Verified emissions,t CO2-eq,1576 276 003.000
20-99 All stationary installations,EU27,2015,2. Verified emissions,t CO2-eq,1599 417 197.000
20-99 All stationary installations,EU27,2014,2. Verified emissions,t CO2-eq,1588 956 405.000
20-99 All stationary installations,EU27,2013,2. Verified emissions,t CO2-eq,1656 268 001.000
20-99 All stationary installations,EU27,2012,2. Verified emissions,t CO2-eq,1617 340 801.000
20-99 All stationary installations,EU27,2011,2. Verified emissions,t CO2-eq,1664 430 607.000
20-99 All stationary installations,EU27,2010,2. Verified emissions,t CO2-eq,1682 183 096.000
20-99 All stationary installations,EU27,2009,2. Verified emissions,t CO2-eq,1628 443 358.000
20-99 All stationary installations,EU27,2008,2. Verified emissions,t CO2-eq,1835 256 139.000
20-99 All stationary installations,EU27,2007,2. Verified emissions,t CO2-eq,1908 149 616.000
20-99 All stationary installations,EU27,2006,2. Verified emissions,t CO2-eq,1784 628 820.000
20-99 All stationary installations,EU27,2005,2. Verified emissions,t CO2-eq,1771 563 344.000
20-99 All stationary installations,EU27 + UK,Total 4th trading period (21-30),1.1 Freely allocated allowances,t CO2-eq,1061 758 415.000
20-99 All stationary installations,EU27 + UK,Total 3rd trading period (13-20),1.1 Freely allocated allowances,t CO2-eq,6447 220 123.000
20-99 All stationary installations,EU27 + UK,Total 2nd trading period (08-12),1.1 Freely allocated allowances,t CO2-eq,9958 005 651.000
20-99 All stationary installations,EU27 + UK,Total 1st trading period (05-07),1.1 Freely allocated allowances,t CO2-eq,6297 836 955.000
20-99 All stationary installations,EU27 + UK,2022,1.1 Freely allocated allowances,t CO2-eq,531 228 112.000
20-99 All stationary installations,EU27 + UK,2021,1.1 Freely allocated allowances,t CO2-eq,530 530 303.000
20-99 All stationary installations,EU27 + UK,2020,1.1 Freely allocated allowances,t CO2-eq,652 419 186.000
20-99 All stationary installations,EU27 + UK,2019,1.1 Freely allocated allowances,t CO2-eq,703 746 288.000
20-99 All stationary installations,EU27 + UK,2018,1.1 Freely allocated allowances,t CO2-eq,731 373 040.000
20-99 All stationary installations,EU27 + UK,2017,1.1 Freely allocated allowances,t CO2-eq,769 358 370.000
20-99 All stationary installations,EU27 + UK,2016,1.1 Freely allocated allowances,t CO2-eq,815 267 379.000
20-99 All stationary installations,EU27 + UK,2015,1.1 Freely allocated allowances,t CO2-eq,860 321 902.000
20-99 All stationary installations,EU27 + UK,2014,1.1 Freely allocated allowances,t CO2-eq,920 553 613.000
20-99 All stationary installations,EU27 + UK,2013,1.1 Freely allocated allowances,t CO2-eq,994 180 345.000
20-99 All stationary installations,EU27 + UK,2012,1.1 Freely allocated allowances,t CO2-eq,2045 564 273.000
20-99 All stationary installations,EU27 + UK,2011,1.1 Freely allocated allowances,t CO2-eq,2008 135 364.000
20-99 All stationary installations,EU27 + UK,2010,1.1 Freely allocated allowances,t CO2-eq,1989 874 084.000
20-99 All stationary installations,EU27 + UK,2009,1.1 Freely allocated allowances,t CO2-eq,1964 051 422.000
20-99 All stationary installations,EU27 + UK,2008,1.1 Freely allocated allowances,t CO2-eq,1950 380 508.000
20-99 All stationary installations,EU27 + UK,2007,1.1 Freely allocated allowances,t CO2-eq,2144 965 597.000
20-99 All stationary installations,EU27 + UK,2006,1.1 Freely allocated allowances,t CO2-eq,2063 984 117.000
20-99 All stationary installations,EU27 + UK,2005,1.1 Freely allocated allowances,t CO2-eq,2088 887 241.000
20-99 All stationary installations,EU27 + UK,Total 4th trading period (21-30),2. Verified emissions,t CO2-eq,1310 649 793.000
20-99 All stationary installations,EU27 + UK,Total 3rd trading period (13-20),2. Verified emissions,t CO2-eq,13385 005 861.000
20-99 All stationary installations,EU27 + UK,Total 2nd trading period (08-12),2. Verified emissions,t CO2-eq,9614 009 069.000
20-99 All stationary installations,EU27 + UK,Total 1st trading period (05-07),2. Verified emissions,t CO2-eq,6214 598 463.000
20-99 All stationary installations,EU27 + UK,2021,2. Verified emissions,t CO2-eq,1310 649 793.000
20-99 All stationary installations,EU27 + UK,2020,2. Verified emissions,t CO2-eq,1330 059 158.000
20-99 All stationary installations,EU27 + UK,2019,2. Verified emissions,t CO2-eq,1503 934 809.000
20-99 All stationary installations,EU27 + UK,2018,2. Verified emissions,t CO2-eq,1656 094 530.000
20-99 All stationary installations,EU27 + UK,2017,2. Verified emissions,t CO2-eq,1727 503 446.000
20-99 All stationary installations,EU27 + UK,2016,2. Verified emissions,t CO2-eq,1723 587 912.000
20-99 All stationary installations,EU27 + UK,2015,2. Verified emissions,t CO2-eq,1775 429 248.000
20-99 All stationary installations,EU27 + UK,2014,2. Verified emissions,t CO2-eq,1786 910 287.000
20-99 All stationary installations,EU27 + UK,2013,2. Verified emissions,t CO2-eq,1881 486 471.000
20-99 All stationary installations,EU27 + UK,2012,2. Verified emissions,t CO2-eq,1848 471 451.000
20-99 All stationary installations,EU27 + UK,2011,2. Verified emissions,t CO2-eq,1885 309 511.000
20-99 All stationary installations,EU27 + UK,2010,2. Verified emissions,t CO2-eq,1919 526 937.000
20-99 All stationary installations,EU27 + UK,2009,2. Verified emissions,t CO2-eq,1860 389 385.000
20-99 All stationary installations,EU27 + UK,2008,2. Verified emissions,t CO2-eq,2100 311 785.000
20-99 All stationary installations,EU27 + UK,2007,2. Verified emissions,t CO2-eq,2164 732 712.000
20-99 All stationary installations,EU27 + UK,2006,2. Verified emissions,t CO2-eq,2035 788 981.000
20-99 All stationary installations,EU27 + UK,2005,2. Verified emissions,t CO2-eq,2014 076 770.000
20-99 All stationary installations,Finland,Total 4th trading period (21-30),1.1 Freely allocated allowances,t CO2-eq,25 112 087.000
20-99 All stationary installations,Finland,Total 3rd trading period (13-20),1.1 Freely allocated allowances,t CO2-eq,149 958 764.000
20-99 All stationary installations,Finland,Total 2nd trading period (08-12),1.1 Freely allocated allowances,t CO2-eq,187 682 186.000
20-99 All stationary installations,Finland,Total 1st trading period (05-07),1.1 Freely allocated allowances,t CO2-eq,133 903 906.000
20-99 All stationary installations,Finland,2022,1.1 Freely allocated allowances,t CO2-eq,12 460 619.000
20-99 All stationary installations,Finland,2021,1.1 Freely allocated allowances,t CO2-eq,12 651 468.000
20-99 All stationary installations,Finland,2020,1.1 Freely allocated allowances,t CO2-eq,15 282 491.000
20-99 All stationary installations,Finland,2019,1.1 Freely allocated allowances,t CO2-eq,16 069 410.000
20-99 All stationary installations,Finland,2018,1.1 Freely allocated allowances,t CO2-eq,16 954 631.000
20-99 All stationary installations,Finland,2017,1.1 Freely allocated allowances,t CO2-eq,18 065 869.000
20-99 All stationary installations,Finland,2016,1.1 Freely allocated allowances,t CO2-eq,18 960 796.000
20-99 All stationary installations,Finland,2015,1.1 Freely allocated allowances,t CO2-eq,20 090 018.000
20-99 All stationary installations,Finland,2014,1.1 Freely allocated allowances,t CO2-eq,21 624 883.000
20-99 All stationary installations,Finland,2013,1.1 Freely allocated allowances,t CO2-eq,22 910 666.000
20-99 All stationary installations,Finland,2012,1.1 Freely allocated allowances,t CO2-eq,38 169 199.000
20-99 All stationary installations,Finland,2011,1.1 Freely allocated allowances,t CO2-eq,37 992 388.000
20-99 All stationary installations,Finland,2010,1.1 Freely allocated allowances,t CO2-eq,37 921 895.000
20-99 All stationary installations,Finland,2009,1.1 Freely allocated allowances,t CO2-eq,37 068 088.000
20-99 All stationary installations,Finland,2008,1.1 Freely allocated allowances,t CO2-eq,36 530 616.000
20-99 All stationary installations,Finland,2007,1.1 Freely allocated allowances,t CO2-eq,44 620 371.000
20-99 All stationary installations,Finland,2006,1.1 Freely allocated allowances,t CO2-eq,44 617 969.000
20-99 All stationary installations,Finland,2005,1.1 Freely allocated allowances,t CO2-eq,44 665 566.000
20-99 All stationary installations,Finland,Total 4th trading period (21-30),2. Verified emissions,t CO2-eq,20 311 898.000
20-99 All stationary installations,Finland,Total 3rd trading period (13-20),2. Verified emissions,t CO2-eq,206 478 716.000
20-99 All stationary installations,Finland,Total 2nd trading period (08-12),2. Verified emissions,t CO2-eq,176 410 638.000
20-99 All stationary installations,Finland,Total 1st trading period (05-07),2. Verified emissions,t CO2-eq,120 262 428.000
20-99 All stationary installations,Finland,2021,2. Verified emissions,t CO2-eq,20 311 898.000
20-99 All stationary installations,Finland,2020,2. Verified emissions,t CO2-eq,19 579 988.000
20-99 All stationary installations,Finland,2019,2. Verified emissions,t CO2-eq,23 242 605.000
20-99 All stationary installations,Finland,2018,2. Verified emissions,t CO2-eq,26 170 958.000
20-99 All stationary installations,Finland,2017,2. Verified emissions,t CO2-eq,25 043 529.000
20-99 All stationary installations,Finland,2016,2. Verified emissions,t CO2-eq,27 121 158.000
20-99 All stationary installations,Finland,2015,2. Verified emissions,t CO2-eq,25 345 390.000
20-99 All stationary installations,Finland,2014,2. Verified emissions,t CO2-eq,28 630 658.000
20-99 All stationary installations,Finland,2013,2. Verified emissions,t CO2-eq,31 344 430.000
20-99 All stationary installations,Finland,2012,2. Verified emissions,t CO2-eq,29 504 184.000
20-99 All stationary installations,Finland,2011,2. Verified emissions,t CO2-eq,35 089 924.000
20-99 All stationary installations,Finland,2010,2. Verified emissions,t CO2-eq,41 297 856.000
20-99 All stationary installations,Finland,2009,2. Verified emissions,t CO2-eq,34 354 708.000
20-99 All stationary installations,Finland,2008,2. Verified emissions,t CO2-eq,36 163 966.000
20-99 All stationary installations,Finland,2007,2. Verified emissions,t CO2-eq,42 541 345.000
20-99 All stationary installations,Finland,2006,2. Verified emissions,t CO2-eq,44 621 436.000
20-99 All stationary installations,Finland,2005,2. Verified emissions,t CO2-eq,33 099 647.000
20-99 All stationary installations,France,Total 4th trading period (21-30),1.1 Freely allocated allowances,t CO2-eq,111 339 335.000
20-99 All stationary installations,France,Total 3rd trading period (13-20),1.1 Freely allocated allowances,t CO2-eq,584 450 649.000
20-99 All stationary installations,France,Total 2nd trading period (08-12),1.1 Freely allocated allowances,t CO2-eq,676 194 353.000
20-99 All stationary installations,France,Total 1st trading period (05-07),1.1 Freely allocated allowances,t CO2-eq,450 154 951.000
20-99 All stationary installations,France,2022,1.1 Freely allocated allowances,t CO2-eq,55 650 531.000
20-99 All stationary installations,France,2021,1.1 Freely allocated allowances,t CO2-eq,55 688 804.000
20-99 All stationary installations,France,2020,1.1 Freely allocated allowances,t CO2-eq,64 238 057.000
20-99 All stationary installations,France,2019,1.1 Freely allocated allowances,t CO2-eq,66 235 649.000
20-99 All stationary installations,France,2018,1.1 Freely allocated allowances,t CO2-eq,67 485 756.000
20-99 All stationary installations,France,2017,1.1 Freely allocated allowances,t CO2-eq,70 789 661.000
20-99 All stationary installations,France,2016,1.1 Freely allocated allowances,t CO2-eq,75 314 171.000
20-99 All stationary installations,France,2015,1.1 Freely allocated allowances,t CO2-eq,77 484 779.000
20-99 All stationary installations,France,2014,1.1 Freely allocated allowances,t CO2-eq,80 390 689.000
20-99 All stationary installations,France,2013,1.1 Freely allocated allowances,t CO2-eq,82 511 887.000
20-99 All stationary installations,France,2012,1.1 Freely allocated allowances,t CO2-eq,139 940 056.000
20-99 All stationary installations,France,2011,1.1 Freely allocated allowances,t CO2-eq,139 476 622.000
20-99 All stationary installations,France,2010,1.1 Freely allocated allowances,t CO2-eq,138 643 868.000
20-99 All stationary installations,France,2009,1.1 Freely allocated allowances,t CO2-eq,128 565 763.000
20-99 All stationary installations,France,2008,1.1 Freely allocated allowances,t CO2-eq,129 568 044.000
20-99 All stationary installations,France,2007,1.1 Freely allocated allowances,t CO2-eq,149 775 970.000
20-99 All stationary installations,France,2006,1.1 Freely allocated allowances,t CO2-eq,149 966 891.000
20-99 All stationary installations,France,2005,1.1 Freely allocated allowances,t CO2-eq,150 412 090.000
20-99 All stationary installations,France,Total 4th trading period (21-30),2. Verified emissions,t CO2-eq,87 045 332.000
20-99 All stationary installations,France,Total 3rd trading period (13-20),2. Verified emissions,t CO2-eq,797 043 481.000
20-99 All stationary installations,France,Total 2nd trading period (08-12),2. Verified emissions,t CO2-eq,560 001 672.000
20-99 All stationary installations,France,Total 1st trading period (05-07),2. Verified emissions,t CO2-eq,384 877 666.000
20-99 All stationary installations,France,2021,2. Verified emissions,t CO2-eq,87 045 332.000
20-99 All stationary installations,France,2020,2. Verified emissions,t CO2-eq,82 135 182.000
20-99 All stationary installations,France,2019,2. Verified emissions,t CO2-eq,94 303 927.000
20-99 All stationary installations,France,2018,2. Verified emissions,t CO2-eq,97 489 683.000
20-99 All stationary installations,France,2017,2. Verified emissions,t CO2-eq,106 842 018.000
20-99 All stationary installations,France,2016,2. Verified emissions,t CO2-eq,101 715 243.000
20-99 All stationary installations,France,2015,2. Verified emissions,t CO2-eq,99 694 769.000
20-99 All stationary installations,France,2014,2. Verified emissions,t CO2-eq,100 273 317.000
20-99 All stationary installations,France,2013,2. Verified emissions,t CO2-eq,114 589 342.000
20-99 All stationary installations,France,2012,2. Verified emissions,t CO2-eq,103 660 840.000
20-99 All stationary installations,France,2011,2. Verified emissions,t CO2-eq,105 575 300.000
20-99 All stationary installations,France,2010,2. Verified emissions,t CO2-eq,115 543 172.000
20-99 All stationary installations,France,2009,2. Verified emissions,t CO2-eq,111 092 554.000
20-99 All stationary installations,France,2008,2. Verified emissions,t CO2-eq,124 129 806.000
20-99 All stationary installations,France,2007,2. Verified emissions,t CO2-eq,126 634 815.000
20-99 All stationary installations,France,2006,2. Verified emissions,t CO2-eq,126 979 057.000
20-99 All stationary installations,France,2005,2. Verified emissions,t CO2-eq,131 263 794.000
20-99 All stationary installations,Germany,Total 4th trading period (21-30),1.1 Freely allocated allowances,t CO2-eq,248 584 708.000
20-99 All stationary installations,Germany,Total 3rd trading period (13-20),1.1 Freely allocated allowances,t CO2-eq,1221 806 680.000
20-99 All stationary installations,Germany,Total 2nd trading period (08-12),1.1 Freely allocated allowances,t CO2-eq,2006 221 143.000
20-99 All stationary installations,Germany,Total 1st trading period (05-07),1.1 Freely allocated allowances,t CO2-eq,1486 273 037.000
20-99 All stationary installations,Germany,2022,1.1 Freely allocated allowances,t CO2-eq,124 161 292.000
20-99 All stationary installations,Germany,2021,1.1 Freely allocated allowances,t CO2-eq,124 423 416.000
20-99 All stationary installations,Germany,2020,1.1 Freely allocated allowances,t CO2-eq,136 462 871.000
20-99 All stationary installations,Germany,2019,1.1 Freely allocated allowances,t CO2-eq,141 100 112.000
20-99 All stationary installations,Germany,2018,1.1 Freely allocated allowances,t CO2-eq,146 016 696.000
20-99 All stationary installations,Germany,2017,1.1 Freely allocated allowances,t CO2-eq,150 139 118.000
20-99 All stationary installations,Germany,2016,1.1 Freely allocated allowances,t CO2-eq,154 697 039.000
20-99 All stationary installations,Germany,2015,1.1 Freely allocated allowances,t CO2-eq,158 867 783.000
20-99 All stationary installations,Germany,2014,1.1 Freely allocated allowances,t CO2-eq,164 992 668.000
20-99 All stationary installations,Germany,2013,1.1 Freely allocated allowances,t CO2-eq,169 530 393.000
20-99 All stationary installations,Germany,2012,1.1 Freely allocated allowances,t CO2-eq,424 480 598.000
20-99 All stationary installations,Germany,2011,1.1 Freely allocated allowances,t CO2-eq,400 773 158.000
20-99 All stationary installations,Germany,2010,1.1 Freely allocated allowances,t CO2-eq,400 493 382.000
20-99 All stationary installations,Germany,2009,1.1 Freely allocated allowances,t CO2-eq,391 714 624.000
20-99 All stationary installations,Germany,2008,1.1 Freely allocated allowances,t CO2-eq,388 759 381.000
20-99 All stationary installations,Germany,2007,1.1 Freely allocated allowances,t CO2-eq,497 302 479.000
20-99 All stationary installations,Germany,2006,1.1 Freely allocated allowances,t CO2-eq,495 488 263.000
20-99 All stationary installations,Germany,2005,1.1 Freely allocated allowances,t CO2-eq,493 482 295.000
20-99 All stationary installations,Germany,Total 4th trading period (21-30),2. Verified emissions,t CO2-eq,355 082 261.000
20-99 All stationary installations,Germany,Total 3rd trading period (13-20),2. Verified emissions,t CO2-eq,3394 735 094.000
20-99 All stationary installations,Germany,Total 2nd trading period (08-12),2. Verified emissions,t CO2-eq,2258 958 522.000
20-99 All stationary installations,Germany,Total 1st trading period (05-07),2. Verified emissions,t CO2-eq,1440 274 835.000
20-99 All stationary installations,Germany,2021,2. Verified emissions,t CO2-eq,355 082 261.000
20-99 All stationary installations,Germany,2020,2. Verified emissions,t CO2-eq,320 279 606.000
20-99 All stationary installations,Germany,2019,2. Verified emissions,t CO2-eq,363 314 107.000
20-99 All stationary installations,Germany,2018,2. Verified emissions,t CO2-eq,422 841 056.000
20-99 All stationary installations,Germany,2017,2. Verified emissions,t CO2-eq,437 607 319.000
20-99 All stationary installations,Germany,2016,2. Verified emissions,t CO2-eq,452 807 470.000
20-99 All stationary installations,Germany,2015,2. Verified emissions,t CO2-eq,455 614 228.000
20-99 All stationary installations,Germany,2014,2. Verified emissions,t CO2-eq,461 239 388.000
20-99 All stationary installations,Germany,2013,2. Verified emissions,t CO2-eq,481 031 920.000
20-99 All stationary installations,Germany,2012,2. Verified emissions,t CO2-eq,452 594 544.000
20-99 All stationary installations,Germany,2011,2. Verified emissions,t CO2-eq,450 351 343.000
20-99 All stationary installations,Germany,2010,2. Verified emissions,t CO2-eq,454 864 599.000
20-99 All stationary installations,Germany,2009,2. Verified emissions,t CO2-eq,428 294 502.000
20-99 All stationary installations,Germany,2008,2. Verified emissions,t CO2-eq,472 853 534.000
20-99 All stationary installations,Germany,2007,2. Verified emissions,t CO2-eq,487 148 432.000
20-99 All stationary installations,Germany,2006,2. Verified emissions,t CO2-eq,478 074 868.000
20-99 All stationary installations,Germany,2005,2. Verified emissions,t CO2-eq,475 051 535.000
20-99 All stationary installations,Greece,Total 4th trading period (21-30),1.1 Freely allocated allowances,t CO2-eq,21 638 609.000
