Main Activity Sector Name,Country,Year,ETS information,Emissions Unit,ETS Information
10 Aviation,Iceland,2019,1.1 Freely allocated allowances,t CO2-eq, 208 437.000
10 Aviation,Iceland,2018,1.1 Freely allocated allowances,t CO2-eq, 360 819.000
10 Aviation,Iceland,2017,1.1 Freely allocated allowances,t CO2-eq, 360 819.000
10 Aviation,Iceland,2016,1.1 Freely allocated allowances,t CO2-eq, 194 379.000
10 Aviation,Iceland,2015,1.1 Freely allocated allowances,t CO2-eq, 194 379.000
10 Aviation,Iceland,2014,1.1 Freely allocated allowances,t CO2-eq, 194 379.000
10 Aviation,Iceland,2013,1.1 Freely allocated allowances,t CO2-eq, 194 379.000
10 Aviation,Iceland,2012,1.1 Freely allocated allowances,t CO2-eq, 434 617.000
10 Aviation,Iceland,2021,2. Verified emissions,t CO2-eq, 267 515.000
10 Aviation,Iceland,2020,2. Verified emissions,t CO2-eq, 190 744.000
10 Aviation,Iceland,2019,2. Verified emissions,t CO2-eq, 598 093.000
10 Aviation,Iceland,2018,2. Verified emissions,t CO2-eq, 823 044.000
10 Aviation,Iceland,2017,2. Verified emissions,t CO2-eq, 816 258.000
10 Aviation,Iceland,2016,2. Verified emissions,t CO2-eq, 721 558.000
10 Aviation,Iceland,2015,2. Verified emissions,t CO2-eq, 548 420.000
10 Aviation,Iceland,2014,2. Verified emissions,t CO2-eq, 492 560.000
10 Aviation,Iceland,2013,2. Verified emissions,t CO2-eq, 364 662.000
10 Aviation,Iceland,2012,2. Verified emissions,t CO2-eq, 372 642.000
10 Aviation,Iceland,2011,2. Verified emissions,t CO2-eq,  0.000
10 Aviation,Iceland,2010,2. Verified emissions,t CO2-eq,  0.000
10 Aviation,Ireland,2021,1.1 Freely allocated allowances,t CO2-eq,4 057 799.000
10 Aviation,Ireland,2020,1.1 Freely allocated allowances,t CO2-eq,5 242 913.000
10 Aviation,Ireland,2019,1.1 Freely allocated allowances,t CO2-eq,5 225 615.000
10 Aviation,Ireland,2018,1.1 Freely allocated allowances,t CO2-eq,5 316 891.000
10 Aviation,Ireland,2017,1.1 Freely allocated allowances,t CO2-eq,5 316 891.000
10 Aviation,Ireland,2016,1.1 Freely allocated allowances,t CO2-eq,5 316 891.000
10 Aviation,Ireland,2015,1.1 Freely allocated allowances,t CO2-eq,5 316 985.000
10 Aviation,Ireland,2014,1.1 Freely allocated allowances,t CO2-eq,5 317 799.000
10 Aviation,Ireland,2013,1.1 Freely allocated allowances,t CO2-eq,5 317 828.000
10 Aviation,Ireland,2012,1.1 Freely allocated allowances,t CO2-eq,10 606 583.000
10 Aviation,Ireland,2021,2. Verified emissions,t CO2-eq,5 290 642.000
10 Aviation,Ireland,2020,2. Verified emissions,t CO2-eq,4 750 610.000
10 Aviation,Ireland,2019,2. Verified emissions,t CO2-eq,12 777 402.000
10 Aviation,Ireland,2018,2. Verified emissions,t CO2-eq,12 429 817.000
10 Aviation,Ireland,2017,2. Verified emissions,t CO2-eq,11 639 993.000
10 Aviation,Ireland,2016,2. Verified emissions,t CO2-eq,10 466 446.000
10 Aviation,Ireland,2015,2. Verified emissions,t CO2-eq,8 580 537.000
10 Aviation,Ireland,2014,2. Verified emissions,t CO2-eq,7 753 980.000
10 Aviation,Ireland,2013,2. Verified emissions,t CO2-eq,7 729 338.000
10 Aviation,Ireland,2012,2. Verified emissions,t CO2-eq,9 333 648.000
10 Aviation,Italy,2021,1.1 Freely allocated allowances,t CO2-eq,1 569 597.000
10 Aviation,Italy,2020,1.1 Freely allocated allowances,t CO2-eq,2 675 839.000
10 Aviation,Italy,2019,1.1 Freely allocated allowances,t CO2-eq,2 639 678.000
10 Aviation,Italy,2018,1.1 Freely allocated allowances,t CO2-eq,2 639 677.000
10 Aviation,Italy,2017,1.1 Freely allocated allowances,t CO2-eq,2 591 236.000
10 Aviation,Italy,2016,1.1 Freely allocated allowances,t CO2-eq,2 637 860.000
10 Aviation,Italy,2015,1.1 Freely allocated allowances,t CO2-eq,2 637 871.000
10 Aviation,Italy,2014,1.1 Freely allocated allowances,t CO2-eq,2 686 316.000
10 Aviation,Italy,2013,1.1 Freely allocated allowances,t CO2-eq,2 686 323.000
10 Aviation,Italy,2012,1.1 Freely allocated allowances,t CO2-eq,15 253 410.000
10 Aviation,Italy,2021,2. Verified emissions,t CO2-eq,1 077 348.000
10 Aviation,Italy,2020,2. Verified emissions,t CO2-eq,1 688 125.000
10 Aviation,Italy,2019,2. Verified emissions,t CO2-eq,4 618 244.000
10 Aviation,Italy,2018,2. Verified emissions,t CO2-eq,4 592 165.000
10 Aviation,Italy,2017,2. Verified emissions,t CO2-eq,4 586 416.000
10 Aviation,Italy,2016,2. Verified emissions,t CO2-eq,4 637 052.000
10 Aviation,Italy,2015,2. Verified emissions,t CO2-eq,4 552 991.000
10 Aviation,Italy,2014,2. Verified emissions,t CO2-eq,4 655 655.000
10 Aviation,Italy,2013,2. Verified emissions,t CO2-eq,4 809 079.000
10 Aviation,Italy,2012,2. Verified emissions,t CO2-eq,6 055 535.000
10 Aviation,Latvia,2021,1.1 Freely allocated allowances,t CO2-eq, 187 323.000
10 Aviation,Latvia,2020,1.1 Freely allocated allowances,t CO2-eq, 198 905.000
10 Aviation,Latvia,2019,1.1 Freely allocated allowances,t CO2-eq, 198 868.000
10 Aviation,Latvia,2018,1.1 Freely allocated allowances,t CO2-eq, 198 868.000
10 Aviation,Latvia,2017,1.1 Freely allocated allowances,t CO2-eq, 198 868.000
10 Aviation,Latvia,2016,1.1 Freely allocated allowances,t CO2-eq, 198 868.000
10 Aviation,Latvia,2015,1.1 Freely allocated allowances,t CO2-eq, 198 868.000
10 Aviation,Latvia,2014,1.1 Freely allocated allowances,t CO2-eq, 198 868.000
10 Aviation,Latvia,2013,1.1 Freely allocated allowances,t CO2-eq, 198 868.000
10 Aviation,Latvia,2012,1.1 Freely allocated allowances,t CO2-eq, 311 520.000
10 Aviation,Latvia,2021,2. Verified emissions,t CO2-eq, 232 821.000
10 Aviation,Latvia,2020,2. Verified emissions,t CO2-eq, 167 073.000
10 Aviation,Latvia,2019,2. Verified emissions,t CO2-eq, 416 357.000
10 Aviation,Latvia,2018,2. Verified emissions,t CO2-eq, 399 578.000
10 Aviation,Latvia,2017,2. Verified emissions,t CO2-eq, 378 590.000
10 Aviation,Latvia,2016,2. Verified emissions,t CO2-eq, 348 737.000
10 Aviation,Latvia,2015,2. Verified emissions,t CO2-eq, 345 271.000
10 Aviation,Latvia,2014,2. Verified emissions,t CO2-eq, 276 379.000
10 Aviation,Latvia,2013,2. Verified emissions,t CO2-eq, 283 909.000
10 Aviation,Latvia,2012,2. Verified emissions,t CO2-eq, 306 499.000
10 Aviation,Latvia,2011,2. Verified emissions,t CO2-eq,  0.000
10 Aviation,Latvia,2010,2. Verified emissions,t CO2-eq,  0.000
10 Aviation,Lithuania,2020,1.1 Freely allocated allowances,t CO2-eq,  0.000
10 Aviation,Lithuania,2019,1.1 Freely allocated allowances,t CO2-eq,  0.000
10 Aviation,Lithuania,2018,1.1 Freely allocated allowances,t CO2-eq, 12 753.000
10 Aviation,Lithuania,2017,1.1 Freely allocated allowances,t CO2-eq, 12 753.000
10 Aviation,Lithuania,2016,1.1 Freely allocated allowances,t CO2-eq, 12 753.000
10 Aviation,Lithuania,2015,1.1 Freely allocated allowances,t CO2-eq, 12 753.000
10 Aviation,Lithuania,2014,1.1 Freely allocated allowances,t CO2-eq, 12 753.000
10 Aviation,Lithuania,2013,1.1 Freely allocated allowances,t CO2-eq, 12 753.000
10 Aviation,Lithuania,2012,1.1 Freely allocated allowances,t CO2-eq, 55 953.000
10 Aviation,Lithuania,2021,2. Verified emissions,t CO2-eq, 16 576.000
10 Aviation,Lithuania,2020,2. Verified emissions,t CO2-eq, 8 002.000
10 Aviation,Lithuania,2019,2. Verified emissions,t CO2-eq, 20 205.000
10 Aviation,Lithuania,2018,2. Verified emissions,t CO2-eq, 62 452.000
10 Aviation,Lithuania,2017,2. Verified emissions,t CO2-eq, 68 441.000
10 Aviation,Lithuania,2016,2. Verified emissions,t CO2-eq, 72 695.000
10 Aviation,Lithuania,2015,2. Verified emissions,t CO2-eq, 68 290.000
10 Aviation,Lithuania,2014,2. Verified emissions,t CO2-eq, 50 404.000
10 Aviation,Lithuania,2013,2. Verified emissions,t CO2-eq, 100 603.000
10 Aviation,Lithuania,2012,2. Verified emissions,t CO2-eq, 100 298.000
10 Aviation,Luxembourg,2021,1.1 Freely allocated allowances,t CO2-eq, 73 267.000
10 Aviation,Luxembourg,2020,1.1 Freely allocated allowances,t CO2-eq, 85 602.000
10 Aviation,Luxembourg,2019,1.1 Freely allocated allowances,t CO2-eq, 84 252.000
10 Aviation,Luxembourg,2018,1.1 Freely allocated allowances,t CO2-eq, 84 252.000
10 Aviation,Luxembourg,2017,1.1 Freely allocated allowances,t CO2-eq, 84 252.000
10 Aviation,Luxembourg,2016,1.1 Freely allocated allowances,t CO2-eq, 87 650.000
10 Aviation,Luxembourg,2015,1.1 Freely allocated allowances,t CO2-eq, 87 650.000
10 Aviation,Luxembourg,2014,1.1 Freely allocated allowances,t CO2-eq, 87 650.000
10 Aviation,Luxembourg,2013,1.1 Freely allocated allowances,t CO2-eq, 96 746.000
10 Aviation,Luxembourg,2012,1.1 Freely allocated allowances,t CO2-eq,2 311 181.000
10 Aviation,Luxembourg,2021,2. Verified emissions,t CO2-eq, 154 663.000
10 Aviation,Luxembourg,2020,2. Verified emissions,t CO2-eq, 128 313.000
10 Aviation,Luxembourg,2019,2. Verified emissions,t CO2-eq, 265 155.000
10 Aviation,Luxembourg,2018,2. Verified emissions,t CO2-eq, 263 621.000
10 Aviation,Luxembourg,2017,2. Verified emissions,t CO2-eq, 251 781.000
10 Aviation,Luxembourg,2016,2. Verified emissions,t CO2-eq, 249 179.000
10 Aviation,Luxembourg,2015,2. Verified emissions,t CO2-eq, 246 598.000
10 Aviation,Luxembourg,2014,2. Verified emissions,t CO2-eq, 222 370.000
10 Aviation,Luxembourg,2013,2. Verified emissions,t CO2-eq, 215 715.000
10 Aviation,Luxembourg,2012,2. Verified emissions,t CO2-eq,1 631 568.000
10 Aviation,Malta,2021,1.1 Freely allocated allowances,t CO2-eq, 146 420.000
10 Aviation,Malta,2020,1.1 Freely allocated allowances,t CO2-eq, 186 829.000
10 Aviation,Malta,2019,1.1 Freely allocated allowances,t CO2-eq, 177 624.000
10 Aviation,Malta,2018,1.1 Freely allocated allowances,t CO2-eq, 177 624.000
10 Aviation,Malta,2017,1.1 Freely allocated allowances,t CO2-eq, 177 624.000
10 Aviation,Malta,2016,1.1 Freely allocated allowances,t CO2-eq, 177 402.000
10 Aviation,Malta,2015,1.1 Freely allocated allowances,t CO2-eq, 177 402.000
10 Aviation,Malta,2014,1.1 Freely allocated allowances,t CO2-eq, 177 402.000
10 Aviation,Malta,2013,1.1 Freely allocated allowances,t CO2-eq, 177 402.000
10 Aviation,Malta,2012,1.1 Freely allocated allowances,t CO2-eq, 212 330.000
10 Aviation,Malta,2021,2. Verified emissions,t CO2-eq, 260 375.000
10 Aviation,Malta,2020,2. Verified emissions,t CO2-eq, 194 797.000
10 Aviation,Malta,2019,2. Verified emissions,t CO2-eq, 389 164.000
10 Aviation,Malta,2018,2. Verified emissions,t CO2-eq, 340 908.000
10 Aviation,Malta,2017,2. Verified emissions,t CO2-eq, 263 220.000
10 Aviation,Malta,2016,2. Verified emissions,t CO2-eq, 261 774.000
10 Aviation,Malta,2015,2. Verified emissions,t CO2-eq, 255 616.000
10 Aviation,Malta,2014,2. Verified emissions,t CO2-eq, 226 150.000
10 Aviation,Malta,2013,2. Verified emissions,t CO2-eq, 219 796.000
10 Aviation,Malta,2012,2. Verified emissions,t CO2-eq, 227 826.000
10 Aviation,Netherlands,2021,1.1 Freely allocated allowances,t CO2-eq,1 219 395.000
10 Aviation,Netherlands,2020,1.1 Freely allocated allowances,t CO2-eq,1 355 050.000
10 Aviation,Netherlands,2019,1.1 Freely allocated allowances,t CO2-eq,1 316 244.000
10 Aviation,Netherlands,2018,1.1 Freely allocated allowances,t CO2-eq,1 316 244.000
10 Aviation,Netherlands,2017,1.1 Freely allocated allowances,t CO2-eq,1 316 244.000
10 Aviation,Netherlands,2016,1.1 Freely allocated allowances,t CO2-eq,1 241 448.000
10 Aviation,Netherlands,2015,1.1 Freely allocated allowances,t CO2-eq,1 241 448.000
10 Aviation,Netherlands,2014,1.1 Freely allocated allowances,t CO2-eq,1 241 474.000
10 Aviation,Netherlands,2013,1.1 Freely allocated allowances,t CO2-eq,1 244 913.000
10 Aviation,Netherlands,2012,1.1 Freely allocated allowances,t CO2-eq,13 113 980.000
10 Aviation,Netherlands,2021,2. Verified emissions,t CO2-eq,1 651 252.000
10 Aviation,Netherlands,2020,2. Verified emissions,t CO2-eq,1 259 174.000
10 Aviation,Netherlands,2019,2. Verified emissions,t CO2-eq,2 935 890.000
10 Aviation,Netherlands,2018,2. Verified emissions,t CO2-eq,2 841 189.000
10 Aviation,Netherlands,2017,2. Verified emissions,t CO2-eq,2 826 957.000
10 Aviation,Netherlands,2016,2. Verified emissions,t CO2-eq,2 598 743.000
10 Aviation,Netherlands,2015,2. Verified emissions,t CO2-eq,2 344 631.000
10 Aviation,Netherlands,2014,2. Verified emissions,t CO2-eq,2 303 187.000
10 Aviation,Netherlands,2013,2. Verified emissions,t CO2-eq,2 204 265.000
10 Aviation,Netherlands,2012,2. Verified emissions,t CO2-eq,4 175 457.000
10 Aviation,Norway,2021,1.1 Freely allocated allowances,t CO2-eq, 842 273.000
10 Aviation,Norway,2020,1.1 Freely allocated allowances,t CO2-eq, 900 010.000
10 Aviation,Norway,2019,1.1 Freely allocated allowances,t CO2-eq, 894 035.000
10 Aviation,Norway,2018,1.1 Freely allocated allowances,t CO2-eq, 894 035.000
10 Aviation,Norway,2017,1.1 Freely allocated allowances,t CO2-eq, 894 035.000
10 Aviation,Norway,2016,1.1 Freely allocated allowances,t CO2-eq, 894 035.000
10 Aviation,Norway,2015,1.1 Freely allocated allowances,t CO2-eq, 894 012.000
10 Aviation,Norway,2014,1.1 Freely allocated allowances,t CO2-eq, 894 035.000
10 Aviation,Norway,2013,1.1 Freely allocated allowances,t CO2-eq, 894 012.000
10 Aviation,Norway,2012,1.1 Freely allocated allowances,t CO2-eq,1 068 510.000
10 Aviation,Norway,2021,2. Verified emissions,t CO2-eq, 742 684.000
10 Aviation,Norway,2020,2. Verified emissions,t CO2-eq, 574 770.000
10 Aviation,Norway,2019,2. Verified emissions,t CO2-eq,1 572 058.000
10 Aviation,Norway,2018,2. Verified emissions,t CO2-eq,1 518 271.000
10 Aviation,Norway,2017,2. Verified emissions,t CO2-eq,1 457 639.000
10 Aviation,Norway,2016,2. Verified emissions,t CO2-eq,1 592 192.000
10 Aviation,Norway,2015,2. Verified emissions,t CO2-eq,2 246 646.000
10 Aviation,Norway,2014,2. Verified emissions,t CO2-eq,2 319 433.000
10 Aviation,Norway,2013,2. Verified emissions,t CO2-eq,2 103 094.000
10 Aviation,Norway,2012,2. Verified emissions,t CO2-eq,1 963 397.000
10 Aviation,Poland,2021,1.1 Freely allocated allowances,t CO2-eq, 288 022.000
10 Aviation,Poland,2020,1.1 Freely allocated allowances,t CO2-eq, 368 527.000
10 Aviation,Poland,2019,1.1 Freely allocated allowances,t CO2-eq, 356 269.000
10 Aviation,Poland,2018,1.1 Freely allocated allowances,t CO2-eq, 468 493.000
10 Aviation,Poland,2017,1.1 Freely allocated allowances,t CO2-eq, 468 493.000
10 Aviation,Poland,2016,1.1 Freely allocated allowances,t CO2-eq, 230 749.000
10 Aviation,Poland,2015,1.1 Freely allocated allowances,t CO2-eq, 230 749.000
10 Aviation,Poland,2014,1.1 Freely allocated allowances,t CO2-eq, 230 749.000
10 Aviation,Poland,2013,1.1 Freely allocated allowances,t CO2-eq, 230 749.000
10 Aviation,Poland,2012,1.1 Freely allocated allowances,t CO2-eq, 651 131.000
10 Aviation,Poland,2021,2. Verified emissions,t CO2-eq, 497 959.000
10 Aviation,Poland,2020,2. Verified emissions,t CO2-eq, 429 191.000
10 Aviation,Poland,2019,2. Verified emissions,t CO2-eq,1 097 467.000
10 Aviation,Poland,2018,2. Verified emissions,t CO2-eq,1 142 534.000
10 Aviation,Poland,2017,2. Verified emissions,t CO2-eq, 943 715.000
10 Aviation,Poland,2016,2. Verified emissions,t CO2-eq, 749 946.000
10 Aviation,Poland,2015,2. Verified emissions,t CO2-eq, 591 020.000
10 Aviation,Poland,2014,2. Verified emissions,t CO2-eq, 629 899.000
10 Aviation,Poland,2013,2. Verified emissions,t CO2-eq, 616 587.000
10 Aviation,Poland,2012,2. Verified emissions,t CO2-eq, 641 424.000
10 Aviation,Portugal,2021,1.1 Freely allocated allowances,t CO2-eq, 523 959.000
10 Aviation,Portugal,2020,1.1 Freely allocated allowances,t CO2-eq, 567 497.000
10 Aviation,Portugal,2019,1.1 Freely allocated allowances,t CO2-eq, 503 817.000
10 Aviation,Portugal,2018,1.1 Freely allocated allowances,t CO2-eq, 503 817.000
10 Aviation,Portugal,2017,1.1 Freely allocated allowances,t CO2-eq, 503 817.000
10 Aviation,Portugal,2016,1.1 Freely allocated allowances,t CO2-eq, 503 817.000
10 Aviation,Portugal,2015,1.1 Freely allocated allowances,t CO2-eq, 503 819.000
10 Aviation,Portugal,2014,1.1 Freely allocated allowances,t CO2-eq, 505 886.000
10 Aviation,Portugal,2013,1.1 Freely allocated allowances,t CO2-eq, 503 817.000
10 Aviation,Portugal,2012,1.1 Freely allocated allowances,t CO2-eq,2 111 265.000
10 Aviation,Portugal,2021,2. Verified emissions,t CO2-eq, 657 347.000
10 Aviation,Portugal,2020,2. Verified emissions,t CO2-eq, 567 676.000
10 Aviation,Portugal,2019,2. Verified emissions,t CO2-eq,1 554 584.000
10 Aviation,Portugal,2018,2. Verified emissions,t CO2-eq,1 503 870.000
10 Aviation,Portugal,2017,2. Verified emissions,t CO2-eq,1 347 447.000
10 Aviation,Portugal,2016,2. Verified emissions,t CO2-eq,1 239 074.000
10 Aviation,Portugal,2015,2. Verified emissions,t CO2-eq,1 280 858.000
10 Aviation,Portugal,2014,2. Verified emissions,t CO2-eq,1 230 446.000
10 Aviation,Portugal,2013,2. Verified emissions,t CO2-eq,1 183 922.000
10 Aviation,Portugal,2012,2. Verified emissions,t CO2-eq,1 519 494.000
10 Aviation,Romania,2021,1.1 Freely allocated allowances,t CO2-eq, 272 340.000
10 Aviation,Romania,2020,1.1 Freely allocated allowances,t CO2-eq, 315 104.000
10 Aviation,Romania,2019,1.1 Freely allocated allowances,t CO2-eq, 314 061.000
10 Aviation,Romania,2018,1.1 Freely allocated allowances,t CO2-eq, 314 061.000
10 Aviation,Romania,2017,1.1 Freely allocated allowances,t CO2-eq, 314 061.000
10 Aviation,Romania,2016,1.1 Freely allocated allowances,t CO2-eq, 314 061.000
10 Aviation,Romania,2015,1.1 Freely allocated allowances,t CO2-eq, 314 061.000
10 Aviation,Romania,2014,1.1 Freely allocated allowances,t CO2-eq, 314 061.000
10 Aviation,Romania,2013,1.1 Freely allocated allowances,t CO2-eq, 314 061.000
10 Aviation,Romania,2012,1.1 Freely allocated allowances,t CO2-eq, 380 258.000
10 Aviation,Romania,2021,2. Verified emissions,t CO2-eq, 392 336.000
10 Aviation,Romania,2020,2. Verified emissions,t CO2-eq, 375 041.000
10 Aviation,Romania,2019,2. Verified emissions,t CO2-eq,1 068 766.000
10 Aviation,Romania,2018,2. Verified emissions,t CO2-eq, 952 934.000
10 Aviation,Romania,2017,2. Verified emissions,t CO2-eq, 919 126.000
10 Aviation,Romania,2016,2. Verified emissions,t CO2-eq, 751 929.000
10 Aviation,Romania,2015,2. Verified emissions,t CO2-eq, 571 364.000
10 Aviation,Romania,2014,2. Verified emissions,t CO2-eq, 491 218.000
10 Aviation,Romania,2013,2. Verified emissions,t CO2-eq, 477 818.000
10 Aviation,Romania,2012,2. Verified emissions,t CO2-eq, 511 204.000
10 Aviation,Slovakia,2021,1.1 Freely allocated allowances,t CO2-eq, 11 786.000
10 Aviation,Slovakia,2020,1.1 Freely allocated allowances,t CO2-eq,  0.000
10 Aviation,Slovakia,2019,1.1 Freely allocated allowances,t CO2-eq, 12 065.000
10 Aviation,Slovakia,2018,1.1 Freely allocated allowances,t CO2-eq, 12 065.000
10 Aviation,Slovakia,2017,1.1 Freely allocated allowances,t CO2-eq, 12 065.000
10 Aviation,Slovakia,2016,1.1 Freely allocated allowances,t CO2-eq, 12 065.000
10 Aviation,Slovakia,2015,1.1 Freely allocated allowances,t CO2-eq, 12 065.000
10 Aviation,Slovakia,2014,1.1 Freely allocated allowances,t CO2-eq, 12 065.000
10 Aviation,Slovakia,2013,1.1 Freely allocated allowances,t CO2-eq, 12 065.000
10 Aviation,Slovakia,2012,1.1 Freely allocated allowances,t CO2-eq, 55 051.000
10 Aviation,Slovakia,2021,2. Verified emissions,t CO2-eq, 8 655.000
10 Aviation,Slovakia,2019,2. Verified emissions,t CO2-eq, 5 357.000
10 Aviation,Slovakia,2018,2. Verified emissions,t CO2-eq, 12 071.000
10 Aviation,Slovakia,2017,2. Verified emissions,t CO2-eq, 14 225.000
10 Aviation,Slovakia,2016,2. Verified emissions,t CO2-eq, 14 524.000
10 Aviation,Slovakia,2015,2. Verified emissions,t CO2-eq, 21 425.000
10 Aviation,Slovakia,2014,2. Verified emissions,t CO2-eq, 24 652.000
10 Aviation,Slovakia,2013,2. Verified emissions,t CO2-eq, 22 162.000
10 Aviation,Slovakia,2012,2. Verified emissions,t CO2-eq, 54 387.000
10 Aviation,Slovenia,2020,1.1 Freely allocated allowances,t CO2-eq,  0.000
10 Aviation,Slovenia,2019,1.1 Freely allocated allowances,t CO2-eq, 38 891.000
10 Aviation,Slovenia,2018,1.1 Freely allocated allowances,t CO2-eq, 38 891.000
10 Aviation,Slovenia,2017,1.1 Freely allocated allowances,t CO2-eq, 38 891.000
10 Aviation,Slovenia,2016,1.1 Freely allocated allowances,t CO2-eq, 38 891.000
10 Aviation,Slovenia,2015,1.1 Freely allocated allowances,t CO2-eq, 38 891.000
10 Aviation,Slovenia,2014,1.1 Freely allocated allowances,t CO2-eq, 38 891.000
10 Aviation,Slovenia,2013,1.1 Freely allocated allowances,t CO2-eq, 38 891.000
10 Aviation,Slovenia,2012,1.1 Freely allocated allowances,t CO2-eq, 82 534.000
10 Aviation,Slovenia,2019,2. Verified emissions,t CO2-eq, 48 220.000
10 Aviation,Slovenia,2018,2. Verified emissions,t CO2-eq, 97 383.000
10 Aviation,Slovenia,2017,2. Verified emissions,t CO2-eq, 103 758.000
10 Aviation,Slovenia,2016,2. Verified emissions,t CO2-eq, 135 814.000
10 Aviation,Slovenia,2015,2. Verified emissions,t CO2-eq, 88 387.000
10 Aviation,Slovenia,2014,2. Verified emissions,t CO2-eq, 66 206.000
10 Aviation,Slovenia,2013,2. Verified emissions,t CO2-eq, 59 807.000
10 Aviation,Slovenia,2012,2. Verified emissions,t CO2-eq, 71 482.000
10 Aviation,Spain,2021,1.1 Freely allocated allowances,t CO2-eq,2 624 084.000
10 Aviation,Spain,2020,1.1 Freely allocated allowances,t CO2-eq,4 708 155.000
10 Aviation,Spain,2019,1.1 Freely allocated allowances,t CO2-eq,4 574 905.000
10 Aviation,Spain,2018,1.1 Freely allocated allowances,t CO2-eq,3 453 242.000
10 Aviation,Spain,2017,1.1 Freely allocated allowances,t CO2-eq,3 469 895.000
10 Aviation,Spain,2016,1.1 Freely allocated allowances,t CO2-eq,2 924 917.000
10 Aviation,Spain,2015,1.1 Freely allocated allowances,t CO2-eq,2 924 690.000
10 Aviation,Spain,2014,1.1 Freely allocated allowances,t CO2-eq,2 928 700.000
10 Aviation,Spain,2013,1.1 Freely allocated allowances,t CO2-eq,2 981 133.000
10 Aviation,Spain,2012,1.1 Freely allocated allowances,t CO2-eq,12 349 557.000
10 Aviation,Spain,2021,2. Verified emissions,t CO2-eq,3 352 997.000
10 Aviation,Spain,2020,2. Verified emissions,t CO2-eq,3 419 800.000
10 Aviation,Spain,2019,2. Verified emissions,t CO2-eq,11 959 711.000
10 Aviation,Spain,2018,2. Verified emissions,t CO2-eq,10 755 573.000
10 Aviation,Spain,2017,2. Verified emissions,t CO2-eq,6 783 344.000
10 Aviation,Spain,2016,2. Verified emissions,t CO2-eq,6 397 562.000
10 Aviation,Spain,2015,2. Verified emissions,t CO2-eq,5 766 320.000
10 Aviation,Spain,2014,2. Verified emissions,t CO2-eq,5 229 736.000
10 Aviation,Spain,2013,2. Verified emissions,t CO2-eq,4 737 456.000
10 Aviation,Spain,2012,2. Verified emissions,t CO2-eq,7 727 395.000
10 Aviation,Sweden,2021,1.1 Freely allocated allowances,t CO2-eq,1 462 582.000
10 Aviation,Sweden,2020,1.1 Freely allocated allowances,t CO2-eq,1 547 266.000
10 Aviation,Sweden,2019,1.1 Freely allocated allowances,t CO2-eq,1 527 373.000
10 Aviation,Sweden,2018,1.1 Freely allocated allowances,t CO2-eq,1 542 291.000
10 Aviation,Sweden,2017,1.1 Freely allocated allowances,t CO2-eq,1 542 291.000
10 Aviation,Sweden,2016,1.1 Freely allocated allowances,t CO2-eq,1 537 503.000
10 Aviation,Sweden,2015,1.1 Freely allocated allowances,t CO2-eq,1 537 503.000
10 Aviation,Sweden,2014,1.1 Freely allocated allowances,t CO2-eq,1 537 503.000
10 Aviation,Sweden,2013,1.1 Freely allocated allowances,t CO2-eq,1 537 511.000
10 Aviation,Sweden,2012,1.1 Freely allocated allowances,t CO2-eq,3 151 814.000
10 Aviation,Sweden,2021,2. Verified emissions,t CO2-eq,1 050 735.000
10 Aviation,Sweden,2020,2. Verified emissions,t CO2-eq,1 017 332.000
10 Aviation,Sweden,2019,2. Verified emissions,t CO2-eq,2 764 717.000
10 Aviation,Sweden,2018,2. Verified emissions,t CO2-eq,2 860 847.000
10 Aviation,Sweden,2017,2. Verified emissions,t CO2-eq,2 961 545.000
10 Aviation,Sweden,2016,2. Verified emissions,t CO2-eq,2 889 823.000
10 Aviation,Sweden,2015,2. Verified emissions,t CO2-eq,2 808 401.000
10 Aviation,Sweden,2014,2. Verified emissions,t CO2-eq,2 823 901.000
10 Aviation,Sweden,2013,2. Verified emissions,t CO2-eq,2 737 232.000
10 Aviation,Sweden,2012,2. Verified emissions,t CO2-eq,4 371 484.000
10 Aviation,United Kingdom (excl. NI),2020,1.1 Freely allocated allowances,t CO2-eq, 569 750.000
10 Aviation,United Kingdom (excl. NI),2019,1.1 Freely allocated allowances,t CO2-eq, 676 420.000
10 Aviation,United Kingdom (excl. NI),2018,1.1 Freely allocated allowances,t CO2-eq,3 619 034.000
10 Aviation,United Kingdom (excl. NI),2017,1.1 Freely allocated allowances,t CO2-eq,4 101 944.000
10 Aviation,United Kingdom (excl. NI),2016,1.1 Freely allocated allowances,t CO2-eq,4 101 977.000
10 Aviation,United Kingdom (excl. NI),2015,1.1 Freely allocated allowances,t CO2-eq,4 106 783.000
10 Aviation,United Kingdom (excl. NI),2014,1.1 Freely allocated allowances,t CO2-eq,4 107 079.000
10 Aviation,United Kingdom (excl. NI),2013,1.1 Freely allocated allowances,t CO2-eq,4 107 724.000
10 Aviation,United Kingdom (excl. NI),2012,1.1 Freely allocated allowances,t CO2-eq,13 467 440.000
10 Aviation,United Kingdom (excl. NI),2020,2. Verified emissions,t CO2-eq, 222 736.000
10 Aviation,United Kingdom (excl. NI),2019,2. Verified emissions,t CO2-eq,1 136 773.000
10 Aviation,United Kingdom (excl. NI),2018,2. Verified emissions,t CO2-eq,4 170 554.000
10 Aviation,United Kingdom (excl. NI),2017,2. Verified emissions,t CO2-eq,7 351 212.000
10 Aviation,United Kingdom (excl. NI),2016,2. Verified emissions,t CO2-eq,6 938 265.000
